Handle,Title,Body (HTML),Vendor,Product Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Variant SKU,Variant Price,Variant Compare At Price,Variant Inventory Qty
twessie-sg-bt-0101,Crinkled Seersucker High-Waist Bikini Top in Stone Gray,<p>Crafted in premium Crinkled Seersucker with Econyl Sleek Satin accents. This bikini top epitomizes minimalist luxury luxury. Featuring color-blocking in Stone Gray and Chalk White. Perfect for the discerning swimmer who refuses the obvious.</p>,Twessie,Bikini Top,"architectural swimsuit, luxury Stone Gray swimwear, minimalist bikini top, independent fashion, minimalist luxury",TRUE,Color,Chalk White,Size,XL,TWESSIE_SG_BT_0101-Chalk White-XL,168.0,,10
twessie-sg-bt-0101,Crinkled Seersucker High-Waist Bikini Top in Stone Gray,<p>Crafted in premium Crinkled Seersucker with Econyl Sleek Satin accents. This bikini top epitomizes minimalist luxury luxury. Featuring color-blocking in Stone Gray and Chalk White. Perfect for the discerning swimmer who refuses the obvious.</p>,Twessie,Bikini Top,"architectural swimsuit, luxury Stone Gray swimwear, minimalist bikini top, independent fashion, minimalist luxury",TRUE,Color,Chalk White,Size,XXL,TWESSIE_SG_BT_0101-Chalk White-XXL,168.0,,10
twessie-eu-bb-0102,Raw-Edge Stone Gray Bikini Bottom,<p>Crafted in premium Crinkled Seersucker with Matte Ribbed Knit accents. This bikini bottom epitomizes anti-fashion statement luxury. Featuring color-blocking in Stone Gray and Chalk White. Perfect for the discerning swimmer who refuses the obvious.</p>,Twessie,Bikini Bottom,"luxury Stone Gray swimwear, architectural swimsuit, minimalist bikini bottom, high-end swimwear, independent fashion",TRUE,Color,Stone Gray,Size,XS,TWESSIE_EU_BB_0102-Stone Gray-XS,168.0,,10
twessie-eu-bb-0102,Raw-Edge Stone Gray Bikini Bottom,<p>Crafted in premium Crinkled Seersucker with Matte Ribbed Knit accents. This bikini bottom epitomizes anti-fashion statement luxury. Featuring color-blocking in Stone Gray and Chalk White. Perfect for the discerning swimmer who refuses the obvious.</p>,Twessie,Bikini Bottom,"luxury Stone Gray swimwear, architectural swimsuit, minimalist bikini bottom, high-end swimwear, independent fashion",TRUE,Color,Stone Gray,Size,S,TWESSIE_EU_BB_0102-Stone Gray-S,168.0,,10
twessie-eu-bb-0102,Raw-Edge Stone Gray Bikini Bottom,<p>Crafted in premium Crinkled Seersucker with Matte Ribbed Knit accents. This bikini bottom epitomizes anti-fashion statement luxury. Featuring color-blocking in Stone Gray and Chalk White. Perfect for the discerning swimmer who refuses the obvious.</p>,Twessie,Bikini Bottom,"luxury Stone Gray swimwear, architectural swimsuit, minimalist bikini bottom, high-end swimwear, independent fashion",TRUE,Color,Stone Gray,Size,M,TWESSIE_EU_BB_0102-Stone Gray-M,168.0,,10
twessie-eu-bb-0102,Raw-Edge Stone Gray Bikini Bottom,<p>Crafted in premium Crinkled Seersucker with Matte Ribbed Knit accents. This bikini bottom epitomizes anti-fashion statement luxury. Featuring color-blocking in Stone Gray and Chalk White. Perfect for the discerning swimmer who refuses the obvious.</p>,Twessie,Bikini Bottom,"luxury Stone Gray swimwear, architectural swimsuit, minimalist bikini bottom, high-end swimwear, independent fashion",TRUE,Color,Stone Gray,Size,L,TWESSIE_EU_BB_0102-Stone Gray-L,168.0,,10
twessie-eu-bb-0102,Raw-Edge Stone Gray Bikini Bottom,<p>Crafted in premium Crinkled Seersucker with Matte Ribbed Knit accents. This bikini bottom epitomizes anti-fashion statement luxury. Featuring color-blocking in Stone Gray and Chalk White. Perfect for the discerning swimmer who refuses the obvious.</p>,Twessie,Bikini Bottom,"luxury Stone Gray swimwear, architectural swimsuit, minimalist bikini bottom, high-end swimwear, independent fashion",TRUE,Color,Stone Gray,Size,XL,TWESSIE_EU_BB_0102-Stone Gray-XL,168.0,,10
twessie-eu-bb-0102,Raw-Edge Stone Gray Bikini Bottom,<p>Crafted in premium Crinkled Seersucker with Matte Ribbed Knit accents. This bikini bottom epitomizes anti-fashion statement luxury. Featuring color-blocking in Stone Gray and Chalk White. Perfect for the discerning swimmer who refuses the obvious.</p>,Twessie,Bikini Bottom,"luxury Stone Gray swimwear, architectural swimsuit, minimalist bikini bottom, high-end swimwear, independent fashion",TRUE,Color,Stone Gray,Size,XXL,TWESSIE_EU_BB_0102-Stone Gray-XXL,168.0,,10
twessie-eu-bb-0102,Raw-Edge Stone Gray Bikini Bottom,<p>Crafted in premium Crinkled Seersucker with Matte Ribbed Knit accents. This bikini bottom epitomizes anti-fashion statement luxury. Featuring color-blocking in Stone Gray and Chalk White. Perfect for the discerning swimmer who refuses the obvious.</p>,Twessie,Bikini Bottom,"luxury Stone Gray swimwear, architectural swimsuit, minimalist bikini bottom, high-end swimwear, independent fashion",TRUE,Color,Chalk White,Size,XS,TWESSIE_EU_BB_0102-Chalk White-XS,168.0,,10
twessie-eu-bb-0102,Raw-Edge Stone Gray Bikini Bottom,<p>Crafted in premium Crinkled Seersucker with Matte Ribbed Knit accents. This bikini bottom epitomizes anti-fashion statement luxury. Featuring color-blocking in Stone Gray and Chalk White. Perfect for the discerning swimmer who refuses the obvious.</p>,Twessie,Bikini Bottom,"luxury Stone Gray swimwear, architectural swimsuit, minimalist bikini bottom, high-end swimwear, independent fashion",TRUE,Color,Chalk White,Size,S,TWESSIE_EU_BB_0102-Chalk White-S,168.0,,10
twessie-eu-bb-0102,Raw-Edge Stone Gray Bikini Bottom,<p>Crafted in premium Crinkled Seersucker with Matte Ribbed Knit accents. This bikini bottom epitomizes anti-fashion statement luxury. Featuring color-blocking in Stone Gray and Chalk White. Perfect for the discerning swimmer who refuses the obvious.</p>,Twessie,Bikini Bottom,"luxury Stone Gray swimwear, architectural swimsuit, minimalist bikini bottom, high-end swimwear, independent fashion",TRUE,Color,Chalk White,Size,M,TWESSIE_EU_BB_0102-Chalk White-M,168.0,,10
twessie-eu-bb-0102,Raw-Edge Stone Gray Bikini Bottom,<p>Crafted in premium Crinkled Seersucker with Matte Ribbed Knit accents. This bikini bottom epitomizes anti-fashion statement luxury. Featuring color-blocking in Stone Gray and Chalk White. Perfect for the discerning swimmer who refuses the obvious.</p>,Twessie,Bikini Bottom,"luxury Stone Gray swimwear, architectural swimsuit, minimalist bikini bottom, high-end swimwear, independent fashion",TRUE,Color,Chalk White,Size,L,TWESSIE_EU_BB_0102-Chalk White-L,168.0,,10
twessie-eu-bb-0102,Raw-Edge Stone Gray Bikini Bottom,<p>Crafted in premium Crinkled Seersucker with Matte Ribbed Knit accents. This bikini bottom epitomizes anti-fashion statement luxury. Featuring color-blocking in Stone Gray and Chalk White. Perfect for the discerning swimmer who refuses the obvious.</p>,Twessie,Bikini Bottom,"luxury Stone Gray swimwear, architectural swimsuit, minimalist bikini bottom, high-end swimwear, independent fashion",TRUE,Color,Chalk White,Size,XL,TWESSIE_EU_BB_0102-Chalk White-XL,168.0,,10
twessie-eu-bb-0102,Raw-Edge Stone Gray Bikini Bottom,<p>Crafted in premium Crinkled Seersucker with Matte Ribbed Knit accents. This bikini bottom epitomizes anti-fashion statement luxury. Featuring color-blocking in Stone Gray and Chalk White. Perfect for the discerning swimmer who refuses the obvious.</p>,Twessie,Bikini Bottom,"luxury Stone Gray swimwear, architectural swimsuit, minimalist bikini bottom, high-end swimwear, independent fashion",TRUE,Color,Chalk White,Size,XXL,TWESSIE_EU_BB_0102-Chalk White-XXL,168.0,,10
twessie-sg-op-0103,Minimalist Matte Ribbed Knit One-Piece,<p>A statement piece in Matte Ribbed Knit. This one-piece combines intelligent aesthetic design with impeccable craftsmanship. Available in Olive Drab with Burnt Terracotta detailing. Not loud. Not obvious. Unmistakably Twessie.</p>,Twessie,One-Piece,"luxury Olive Drab swimwear, high-end swimwear, independent fashion, Matte Ribbed Knit bikini, minimalist one-piece",TRUE,Color,Olive Drab,Size,XS,TWESSIE_SG_OP_0103-Olive Drab-XS,168.0,,10
twessie-sg-op-0103,Minimalist Matte Ribbed Knit One-Piece,<p>A statement piece in Matte Ribbed Knit. This one-piece combines intelligent aesthetic design with impeccable craftsmanship. Available in Olive Drab with Burnt Terracotta detailing. Not loud. Not obvious. Unmistakably Twessie.</p>,Twessie,One-Piece,"luxury Olive Drab swimwear, high-end swimwear, independent fashion, Matte Ribbed Knit bikini, minimalist one-piece",TRUE,Color,Olive Drab,Size,S,TWESSIE_SG_OP_0103-Olive Drab-S,168.0,,10
twessie-sg-op-0103,Minimalist Matte Ribbed Knit One-Piece,<p>A statement piece in Matte Ribbed Knit. This one-piece combines intelligent aesthetic design with impeccable craftsmanship. Available in Olive Drab with Burnt Terracotta detailing. Not loud. Not obvious. Unmistakably Twessie.</p>,Twessie,One-Piece,"luxury Olive Drab swimwear, high-end swimwear, independent fashion, Matte Ribbed Knit bikini, minimalist one-piece",TRUE,Color,Olive Drab,Size,M,TWESSIE_SG_OP_0103-Olive Drab-M,168.0,,10
twessie-sg-op-0103,Minimalist Matte Ribbed Knit One-Piece,<p>A statement piece in Matte Ribbed Knit. This one-piece combines intelligent aesthetic design with impeccable craftsmanship. Available in Olive Drab with Burnt Terracotta detailing. Not loud. Not obvious. Unmistakably Twessie.</p>,Twessie,One-Piece,"luxury Olive Drab swimwear, high-end swimwear, independent fashion, Matte Ribbed Knit bikini, minimalist one-piece",TRUE,Color,Olive Drab,Size,L,TWESSIE_SG_OP_0103-Olive Drab-L,168.0,,10
twessie-sg-op-0103,Minimalist Matte Ribbed Knit One-Piece,<p>A statement piece in Matte Ribbed Knit. This one-piece combines intelligent aesthetic design with impeccable craftsmanship. Available in Olive Drab with Burnt Terracotta detailing. Not loud. Not obvious. Unmistakably Twessie.</p>,Twessie,One-Piece,"luxury Olive Drab swimwear, high-end swimwear, independent fashion, Matte Ribbed Knit bikini, minimalist one-piece",TRUE,Color,Olive Drab,Size,XL,TWESSIE_SG_OP_0103-Olive Drab-XL,168.0,,10
twessie-sg-op-0103,Minimalist Matte Ribbed Knit One-Piece,<p>A statement piece in Matte Ribbed Knit. This one-piece combines intelligent aesthetic design with impeccable craftsmanship. Available in Olive Drab with Burnt Terracotta detailing. Not loud. Not obvious. Unmistakably Twessie.</p>,Twessie,One-Piece,"luxury Olive Drab swimwear, high-end swimwear, independent fashion, Matte Ribbed Knit bikini, minimalist one-piece",TRUE,Color,Olive Drab,Size,XXL,TWESSIE_SG_OP_0103-Olive Drab-XXL,168.0,,10
twessie-sg-op-0103,Minimalist Matte Ribbed Knit One-Piece,<p>A statement piece in Matte Ribbed Knit. This one-piece combines intelligent aesthetic design with impeccable craftsmanship. Available in Olive Drab with Burnt Terracotta detailing. Not loud. Not obvious. Unmistakably Twessie.</p>,Twessie,One-Piece,"luxury Olive Drab swimwear, high-end swimwear, independent fashion, Matte Ribbed Knit bikini, minimalist one-piece",TRUE,Color,Burnt Terracotta,Size,XS,TWESSIE_SG_OP_0103-Burnt Terracotta-XS,168.0,,10
twessie-sg-op-0103,Minimalist Matte Ribbed Knit One-Piece,<p>A statement piece in Matte Ribbed Knit. This one-piece combines intelligent aesthetic design with impeccable craftsmanship. Available in Olive Drab with Burnt Terracotta detailing. Not loud. Not obvious. Unmistakably Twessie.</p>,Twessie,One-Piece,"luxury Olive Drab swimwear, high-end swimwear, independent fashion, Matte Ribbed Knit bikini, minimalist one-piece",TRUE,Color,Burnt Terracotta,Size,S,TWESSIE_SG_OP_0103-Burnt Terracotta-S,168.0,,10
twessie-sg-op-0103,Minimalist Matte Ribbed Knit One-Piece,<p>A statement piece in Matte Ribbed Knit. This one-piece combines intelligent aesthetic design with impeccable craftsmanship. Available in Olive Drab with Burnt Terracotta detailing. Not loud. Not obvious. Unmistakably Twessie.</p>,Twessie,One-Piece,"luxury Olive Drab swimwear, high-end swimwear, independent fashion, Matte Ribbed Knit bikini, minimalist one-piece",TRUE,Color,Burnt Terracotta,Size,M,TWESSIE_SG_OP_0103-Burnt Terracotta-M,168.0,,10
twessie-sg-op-0103,Minimalist Matte Ribbed Knit One-Piece,<p>A statement piece in Matte Ribbed Knit. This one-piece combines intelligent aesthetic design with impeccable craftsmanship. Available in Olive Drab with Burnt Terracotta detailing. Not loud. Not obvious. Unmistakably Twessie.</p>,Twessie,One-Piece,"luxury Olive Drab swimwear, high-end swimwear, independent fashion, Matte Ribbed Knit bikini, minimalist one-piece",TRUE,Color,Burnt Terracotta,Size,L,TWESSIE_SG_OP_0103-Burnt Terracotta-L,168.0,,10
twessie-sg-op-0103,Minimalist Matte Ribbed Knit One-Piece,<p>A statement piece in Matte Ribbed Knit. This one-piece combines intelligent aesthetic design with impeccable craftsmanship. Available in Olive Drab with Burnt Terracotta detailing. Not loud. Not obvious. Unmistakably Twessie.</p>,Twessie,One-Piece,"luxury Olive Drab swimwear, high-end swimwear, independent fashion, Matte Ribbed Knit bikini, minimalist one-piece",TRUE,Color,Burnt Terracotta,Size,XL,TWESSIE_SG_OP_0103-Burnt Terracotta-XL,168.0,,10
twessie-sg-op-0103,Minimalist Matte Ribbed Knit One-Piece,<p>A statement piece in Matte Ribbed Knit. This one-piece combines intelligent aesthetic design with impeccable craftsmanship. Available in Olive Drab with Burnt Terracotta detailing. Not loud. Not obvious. Unmistakably Twessie.</p>,Twessie,One-Piece,"luxury Olive Drab swimwear, high-end swimwear, independent fashion, Matte Ribbed Knit bikini, minimalist one-piece",TRUE,Color,Burnt Terracotta,Size,XXL,TWESSIE_SG_OP_0103-Burnt Terracotta-XXL,168.0,,10
twessie-sg-bt-0104,Architecture-Cut Chalk White Bikini Top,<p>A statement piece in Crinkled Seersucker. This bikini top combines minimalist luxury design with impeccable craftsmanship. Available in Chalk White with Stone Gray detailing. Not loud. Not obvious. Unmistakably Twessie.</p>,Twessie,Bikini Top,"architectural swimsuit, minimalist luxury, luxury Chalk White swimwear, high-end swimwear, Crinkled Seersucker bikini",TRUE,Color,Chalk White,Size,XS,TWESSIE_SG_BT_0104-Chalk White-XS,168.0,,10
twessie-sg-bt-0104,Architecture-Cut Chalk White Bikini Top,<p>A statement piece in Crinkled Seersucker. This bikini top combines minimalist luxury design with impeccable craftsmanship. Available in Chalk White with Stone Gray detailing. Not loud. Not obvious. Unmistakably Twessie.</p>,Twessie,Bikini Top,"architectural swimsuit, minimalist luxury, luxury Chalk White swimwear, high-end swimwear, Crinkled Seersucker bikini",TRUE,Color,Chalk White,Size,S,TWESSIE_SG_BT_0104-Chalk White-S,168.0,,10
twessie-sg-bt-0104,Architecture-Cut Chalk White Bikini Top,<p>A statement piece in Crinkled Seersucker. This bikini top combines minimalist luxury design with impeccable craftsmanship. Available in Chalk White with Stone Gray detailing. Not loud. Not obvious. Unmistakably Twessie.</p>,Twessie,Bikini Top,"architectural swimsuit, minimalist luxury, luxury Chalk White swimwear, high-end swimwear, Crinkled Seersucker bikini",TRUE,Color,Chalk White,Size,M,TWESSIE_SG_BT_0104-Chalk White-M,168.0,,10
twessie-sg-bt-0104,Architecture-Cut Chalk White Bikini Top,<p>A statement piece in Crinkled Seersucker. This bikini top combines minimalist luxury design with impeccable craftsmanship. Available in Chalk White with Stone Gray detailing. Not loud. Not obvious. Unmistakably Twessie.</p>,Twessie,Bikini Top,"architectural swimsuit, minimalist luxury, luxury Chalk White swimwear, high-end swimwear, Crinkled Seersucker bikini",TRUE,Color,Chalk White,Size,L,TWESSIE_SG_BT_0104-Chalk White-L,168.0,,10
twessie-sg-bt-0104,Architecture-Cut Chalk White Bikini Top,<p>A statement piece in Crinkled Seersucker. This bikini top combines minimalist luxury design with impeccable craftsmanship. Available in Chalk White with Stone Gray detailing. Not loud. Not obvious. Unmistakably Twessie.</p>,Twessie,Bikini Top,"architectural swimsuit, minimalist luxury, luxury Chalk White swimwear, high-end swimwear, Crinkled Seersucker bikini",TRUE,Color,Chalk White,Size,XL,TWESSIE_SG_BT_0104-Chalk White-XL,168.0,,10
twessie-sg-bt-0104,Architecture-Cut Chalk White Bikini Top,<p>A statement piece in Crinkled Seersucker. This bikini top combines minimalist luxury design with impeccable craftsmanship. Available in Chalk White with Stone Gray detailing. Not loud. Not obvious. Unmistakably Twessie.</p>,Twessie,Bikini Top,"architectural swimsuit, minimalist luxury, luxury Chalk White swimwear, high-end swimwear, Crinkled Seersucker bikini",TRUE,Color,Chalk White,Size,XXL,TWESSIE_SG_BT_0104-Chalk White-XXL,168.0,,10
twessie-sg-bt-0104,Architecture-Cut Chalk White Bikini Top,<p>A statement piece in Crinkled Seersucker. This bikini top combines minimalist luxury design with impeccable craftsmanship. Available in Chalk White with Stone Gray detailing. Not loud. Not obvious. Unmistakably Twessie.</p>,Twessie,Bikini Top,"architectural swimsuit, minimalist luxury, luxury Chalk White swimwear, high-end swimwear, Crinkled Seersucker bikini",TRUE,Color,Stone Gray,Size,XS,TWESSIE_SG_BT_0104-Stone Gray-XS,168.0,,10
twessie-sg-bt-0104,Architecture-Cut Chalk White Bikini Top,<p>A statement piece in Crinkled Seersucker. This bikini top combines minimalist luxury design with impeccable craftsmanship. Available in Chalk White with Stone Gray detailing. Not loud. Not obvious. Unmistakably Twessie.</p>,Twessie,Bikini Top,"architectural swimsuit, minimalist luxury, luxury Chalk White swimwear, high-end swimwear, Crinkled Seersucker bikini",TRUE,Color,Stone Gray,Size,S,TWESSIE_SG_BT_0104-Stone Gray-S,168.0,,10
twessie-sg-bt-0104,Architecture-Cut Chalk White Bikini Top,<p>A statement piece in Crinkled Seersucker. This bikini top combines minimalist luxury design with impeccable craftsmanship. Available in Chalk White with Stone Gray detailing. Not loud. Not obvious. Unmistakably Twessie.</p>,Twessie,Bikini Top,"architectural swimsuit, minimalist luxury, luxury Chalk White swimwear, high-end swimwear, Crinkled Seersucker bikini",TRUE,Color,Stone Gray,Size,M,TWESSIE_SG_BT_0104-Stone Gray-M,168.0,,10
twessie-sg-bt-0104,Architecture-Cut Chalk White Bikini Top,<p>A statement piece in Crinkled Seersucker. This bikini top combines minimalist luxury design with impeccable craftsmanship. Available in Chalk White with Stone Gray detailing. Not loud. Not obvious. Unmistakably Twessie.</p>,Twessie,Bikini Top,"architectural swimsuit, minimalist luxury, luxury Chalk White swimwear, high-end swimwear, Crinkled Seersucker bikini",TRUE,Color,Stone Gray,Size,L,TWESSIE_SG_BT_0104-Stone Gray-L,168.0,,10
twessie-sg-bt-0104,Architecture-Cut Chalk White Bikini Top,<p>A statement piece in Crinkled Seersucker. This bikini top combines minimalist luxury design with impeccable craftsmanship. Available in Chalk White with Stone Gray detailing. Not loud. Not obvious. Unmistakably Twessie.</p>,Twessie,Bikini Top,"architectural swimsuit, minimalist luxury, luxury Chalk White swimwear, high-end swimwear, Crinkled Seersucker bikini",TRUE,Color,Stone Gray,Size,XL,TWESSIE_SG_BT_0104-Stone Gray-XL,168.0,,10
twessie-sg-bt-0104,Architecture-Cut Chalk White Bikini Top,<p>A statement piece in Crinkled Seersucker. This bikini top combines minimalist luxury design with impeccable craftsmanship. Available in Chalk White with Stone Gray detailing. Not loud. Not obvious. Unmistakably Twessie.</p>,Twessie,Bikini Top,"architectural swimsuit, minimalist luxury, luxury Chalk White swimwear, high-end swimwear, Crinkled Seersucker bikini",TRUE,Color,Stone Gray,Size,XXL,TWESSIE_SG_BT_0104-Stone Gray-XXL,168.0,,10
twessie-au-bb-0105,Structural Econyl Sleek Satin Bikini Bottom,<p>Crafted in premium Econyl Sleek Satin with Crinkled Seersucker accents. This bikini bottom epitomizes minimalist luxury luxury. Featuring color-blocking in Obsidian Black and Chalk White. Perfect for the discerning swimmer who refuses the obvious.</p>,Twessie,Bikini Bottom,"high-end swimwear, minimalist bikini bottom, independent fashion, minimalist luxury, architectural swimsuit",TRUE,Color,Obsidian Black,Size,XS,TWESSIE_AU_BB_0105-Obsidian Black-XS,168.0,,10
twessie-au-bb-0105,Structural Econyl Sleek Satin Bikini Bottom,<p>Crafted in premium Econyl Sleek Satin with Crinkled Seersucker accents. This bikini bottom epitomizes minimalist luxury luxury. Featuring color-blocking in Obsidian Black and Chalk White. Perfect for the discerning swimmer who refuses the obvious.</p>,Twessie,Bikini Bottom,"high-end swimwear, minimalist bikini bottom, independent fashion, minimalist luxury, architectural swimsuit",TRUE,Color,Obsidian Black,Size,S,TWESSIE_AU_BB_0105-Obsidian Black-S,168.0,,10
twessie-au-bb-0105,Structural Econyl Sleek Satin Bikini Bottom,<p>Crafted in premium Econyl Sleek Satin with Crinkled Seersucker accents. This bikini bottom epitomizes minimalist luxury luxury. Featuring color-blocking in Obsidian Black and Chalk White. Perfect for the discerning swimmer who refuses the obvious.</p>,Twessie,Bikini Bottom,"high-end swimwear, minimalist bikini bottom, independent fashion, minimalist luxury, architectural swimsuit",TRUE,Color,Obsidian Black,Size,M,TWESSIE_AU_BB_0105-Obsidian Black-M,168.0,,10
twessie-au-bb-0105,Structural Econyl Sleek Satin Bikini Bottom,<p>Crafted in premium Econyl Sleek Satin with Crinkled Seersucker accents. This bikini bottom epitomizes minimalist luxury luxury. Featuring color-blocking in Obsidian Black and Chalk White. Perfect for the discerning swimmer who refuses the obvious.</p>,Twessie,Bikini Bottom,"high-end swimwear, minimalist bikini bottom, independent fashion, minimalist luxury, architectural swimsuit",TRUE,Color,Obsidian Black,Size,L,TWESSIE_AU_BB_0105-Obsidian Black-L,168.0,,10
twessie-au-bb-0105,Structural Econyl Sleek Satin Bikini Bottom,<p>Crafted in premium Econyl Sleek Satin with Crinkled Seersucker accents. This bikini bottom epitomizes minimalist luxury luxury. Featuring color-blocking in Obsidian Black and Chalk White. Perfect for the discerning swimmer who refuses the obvious.</p>,Twessie,Bikini Bottom,"high-end swimwear, minimalist bikini bottom, independent fashion, minimalist luxury, architectural swimsuit",TRUE,Color,Obsidian Black,Size,XL,TWESSIE_AU_BB_0105-Obsidian Black-XL,168.0,,10
twessie-au-bb-0105,Structural Econyl Sleek Satin Bikini Bottom,<p>Crafted in premium Econyl Sleek Satin with Crinkled Seersucker accents. This bikini bottom epitomizes minimalist luxury luxury. Featuring color-blocking in Obsidian Black and Chalk White. Perfect for the discerning swimmer who refuses the obvious.</p>,Twessie,Bikini Bottom,"high-end swimwear, minimalist bikini bottom, independent fashion, minimalist luxury, architectural swimsuit",TRUE,Color,Obsidian Black,Size,XXL,TWESSIE_AU_BB_0105-Obsidian Black-XXL,168.0,,10
